business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen
U001,200744019,TARG trust,10/2/2019 0:00,2019,1929845219,9/7/2019,20190907,20190907,20190922,USD,RV,1,,37071.97,20190907,NAA8,1929845219,0
U001,200769623,WAL-MAR us,11/26/2019 0:00,2019,1930154343,11/16/2019,20191115,20191116,20191201,USD,RV,1,,13683.15,20191116,NAH4,1930154343,0
U001,200900909,SYSCO trust,5/6/2019 0:00,2019,1929171854,4/18/2019,20190418,20190418,20190503,USD,RV,1,,9481.83,20190418,NAA8,1929171854,0
U001,200726979,BJ'S  systems,3/9/2020 0:00,2020,1930559676,2/23/2020,20200224,20200223,20200309,USD,RV,1,,344.27,20200223,NAA8,1930559676,0
U001,200772670,ASSOCIAT ,10/18/2019 0:00,2019,1929946267,10/3/2019,20191001,20191003,20191018,USD,RV,1,,2254.37,20191003,NAU5,1929946267,0
U001,200726979,BJ'S  trust,3/6/2019 0:00,2019,1928798697,2/14/2019,20190214,20190214,20190301,USD,RV,1,,820.4,20190214,NAA8,1928798697,0
U001,100031704,DELHAIZE systems,3/4/2019 0:00,2019,1928698560,1/30/2019,20190129,20190130,20190214,USD,RV,1,,17231.53,20190130,NAA8,1928698560,0
U001,200782001,GORDO us,3/13/2019 0:00,2019,1928805869,2/20/2019,20190215,20190220,20190307,USD,RV,1,,1591.96,20190220,NAA8,1928805869,0
U001,200769623,WAL-MAR ,,2020,1930676002,3/21/2020,20200320,20200321,20200405,USD,RV,1,,7280.51,20200321,NAH4,1930676002,1
U001,200759878,SA us,2/4/2020 0:00,2020,1930410735,1/19/2020,20200117,20200119,20200203,USD,RV,1,,38899.31,20200119,NAH4,1930410735,0
U001,200416837,DEC associates,11/18/2019 0:00,2019,1930123212,11/7/2019,20191107,20191107,20191124,USD,RV,1,,4819.24,20191101,NAM4,1930123212,0
U001,200936373,SUPE ,6/27/2019 0:00,2019,1929469272,6/11/2019,20190611,20190611,20190626,USD,RV,1,,95073.2,20190611,NAA8,1929469272,0
U001,200719300,SYSTEMS co,7/17/2019 0:00,2019,1929534962,6/26/2019,20190625,20190626,20190716,USD,RV,1,,13859.37,20190626,NAD1,1929534962,0
U001,200416837,DEC us,3/25/2019 0:00,2019,1929024479,3/25/2019,20190325,20190325,20190323,USD,RV,1,,20857.19,20190316,NAM1,1929024479,0
U001,200759878,SA co,1/21/2020 0:00,2020,1930340699,1/2/2020,20191231,20200102,20200117,USD,RV,1,,13768.73,20200102,NAH4,1930340699,0
U001,200759878,SA in,7/29/2019 0:00,2019,1929616920,7/13/2019,20190713,20190713,20190728,USD,RV,1,,82605.09,20190713,NAH4,1929616920,0
U013,CC6050,HEIN corporation,11/24/2019 0:00,2019,1991834320,11/1/2019,20191101,20191101,20191216,USD,RV,1,,6377.39,20191101,NAVF,1991834320,0
U001,200580232,INTERR llc,2/26/2020 0:00,2020,1930517452,2/11/2020,20200212,20200211,20200221,USD,RV,1,,42383.25,20200211,NA10,1930517452,0
U001,200726979,BJ'S  corporation,,2020,1930585378,3/2/2020,20200301,20200302,20200317,USD,RV,1,,13681.7,20200302,NAA8,1930585378,1
U001,200769623,WAL-MAR co,10/15/2019 0:00,2019,1929932462,9/27/2019,20190926,20190927,20191012,USD,RV,1,,1735.16,20190927,NAH4,1929932462,0
U001,200555117,BURR corp,1/28/2019 0:00,2019,1928601558,1/11/2019,20190110,20190111,20190126,USD,RV,1,,475.69,20190111,NAA8,1928601558,0
U001,200772670,ASSOCIAT associates,12/4/2019 0:00,2019,1930161289,11/16/2019,20191116,20191116,20191201,USD,RV,1,,58990.76,20191116,NAU5,1930161289,0
U001,200769623,WAL-MAR corporation,12/6/2019 0:00,2019,1930164424,11/19/2019,20191117,20191119,20191204,USD,RV,1,,12591.43,20191119,NAH4,1930164424,0
U001,200706844,WINC associates,,2020,1930773419,4/7/2020,20200410,20200407,20200422,USD,RV,1,,33947.85,20200407,NAA8,1930773419,1
U001,200769623,WAL-MAR corporation,9/10/2019 0:00,2019,1929808599,8/30/2019,20190829,20190830,20190914,USD,RV,1,,48398.85,20190830,NAH4,1929808599,0
U001,200769623,WAL-MAR corporation,11/5/2019 0:00,2019,1930049347,10/25/2019,20191024,20191025,20191109,USD,RV,1,,14752.57,20191025,NAH4,1930049347,0
U001,100032284,KEURIG co,8/28/2019 0:00,2019,1929011636,3/24/2019,20190322,20190324,20190503,USD,RV,1,,8972.99,20190324,NAD4,1929011636,0
U001,200793830,M llc,,2020,1930767747,4/8/2020,20200409,20200408,20200423,USD,RV,1,,4537.14,20200408,NAA8,1930767747,1
U001,200974851,RESTA foundation,4/10/2019 0:00,2019,1929034563,3/26/2019,20190326,20190326,20190410,USD,RV,1,,1686.74,20190326,NAA8,1929034563,0
U001,200769623,WAL-MAR foundation,,2020,1930750455,4/6/2020,20200405,20200406,20200421,USD,RV,1,,14355.96,20200406,NAH4,1930750455,1
U001,200769623,WAL-MAR systems,,2020,1930738904,4/3/2020,20200403,20200403,20200418,USD,RV,1,,367.71,20200403,NAH4,1930738904,1
U001,200769623,WAL-MAR corp,12/5/2019 0:00,2019,1930189538,11/25/2019,20191124,20191125,20191210,USD,RV,1,,22096.07,20191125,NAH4,1930189538,0
U013,CC6050,HEIN systems,6/12/2019 0:00,2019,1991822256,2/15/2019,20190215,20190215,20190401,USD,RV,1,,14278.48,20190215,NAVF,1991822256,0
U001,200769623,WAL-MAR trust,,2020,1930862467,5/6/2020,20200506,20200506,20200521,USD,RV,1,,56284.77,20200506,NAH4,1930862467,1
U001,200769623,WAL-MAR us,5/29/2019 0:00,2019,1929336201,5/18/2019,20190517,20190518,20190602,USD,RV,1,,7000.45,20190518,NAH4,1929336201,0
U001,200705742,DOT co,9/16/2019 0:00,2019,1929814680,8/30/2019,20190830,20190830,20191003,USD,RV,1,,48806.26,20190830,NAAW,1929814680,0
U001,200704858,WAKE llc,12/6/2019 0:00,2019,1930052782,10/27/2019,20191025,20191027,20191111,USD,RV,1,,29929.01,20191027,NAA8,1930052782,0
U001,200794332,COST in,3/9/2020 0:00,2020,1930532180,2/20/2020,20200217,20200220,20200306,USD,RV,1,,6681.26,20200220,NAAX,1930532180,0
U001,200792293,UNIFIE trust,9/13/2019 0:00,2019,1929803068,8/28/2019,20190828,20190828,20190912,USD,RV,1,,19170.69,20190828,NAA8,1929803068,0
U001,200794332,COST llc,2/26/2020 0:00,2020,1930510996,2/12/2020,20200211,20200212,20200227,USD,RV,1,,98321.98,20200212,NAAX,1930510996,0
U001,200781831,RITE associates,7/5/2019 0:00,2019,1929516466,6/19/2019,20190619,20190619,20190704,USD,RV,1,,89474.22,20190619,NAA8,1929516466,0
U001,200769623,WAL-MAR ,12/4/2019 0:00,2019,1930185198,11/23/2019,20191122,20191123,20191208,USD,RV,1,,1244.9,20191123,NAH4,1930185198,0
U001,200711029,WEGMAN in,6/3/2019 0:00,2019,1929346234,5/19/2019,20190519,20190519,20190603,USD,RV,1,,19496.39,20190519,NAA8,1929346234,0
U001,200936373,SUPE associates,10/17/2019 0:00,2019,1929951641,10/1/2019,20191002,20191001,20191016,USD,RV,1,,136.08,20191001,NAA8,1929951641,0
U001,200769623,WAL-MAR systems,,2020,1930582162,2/29/2020,20200228,20200229,20200315,USD,RV,1,,50493.86,20200229,NAH4,1930582162,1
U001,200769623,WAL-MAR llc,,2020,1930802490,4/21/2020,20200420,20200421,20200506,USD,RV,1,,15489.43,20200421,NAH4,1930802490,1
U001,100033439,WESTI corporation,1/18/2019 0:00,2019,1928594727,1/11/2019,20190109,20190111,20190121,USD,RV,1,,20367.5,20190111,NA10,1928594727,0
CA02,140104340,COLABOR  foundation,12/12/2019 0:00,2019,2960596502,11/27/2019,20191127,20191127,20191209,CAD,RV,1,,58.08,20191129,CA10,2960596502,0
U013,100036060,PANAMEX  corporation,3/17/2020 0:00,2020,1991836688,1/6/2020,20200102,20200106,20200306,USD,RV,1,,24643.72,20200106,NAUZ,1991836688,0
U001,200794332,COST systems,1/17/2020 0:00,2020,1930333198,1/2/2020,20191230,20200102,20200117,USD,RV,1,,20557.14,20200102,NAAX,1930333198,0
CA02,140106408,WAL-M co,4/25/2019 0:00,2019,2960540514,4/7/2019,20190407,20190407,20190417,CAD,RV,1,,9536.62,20190407,CA10,2960540514,0
U001,200749782,KROG corp,11/4/2019 0:00,2019,1930034353,10/20/2019,20191019,20191020,20191104,USD,RV,1,,8301.45,20191020,NAA8,1930034353,0
U001,200769623,WAL-MAR systems,1/23/2019 0:00,2019,1928600406,1/12/2019,20190110,20190112,20190127,USD,RV,1,,15823.03,20190112,NAH4,1928600406,0
U001,200526831,PERISH ,4/11/2019 0:00,2019,1929050506,3/28/2019,20190329,20190328,20190412,USD,RV,1,,134457.26,20190328,NAA8,1929050506,0
U001,200418007,AM ,8/12/2019 0:00,2019,1929647276,7/26/2019,20190722,20190726,20190810,USD,RV,1,,3476.52,20190726,NAA8,1929647276,0
U001,200779111,NICH corp,1/24/2020 0:00,2020,1930348025,1/3/2020,20200103,20200103,20200118,USD,RV,1,,495.86,20200103,NAA8,1930348025,0
U001,200418007,AM llc,11/5/2019 0:00,2019,1930036604,10/21/2019,20191021,20191021,20191105,USD,RV,1,,642.24,20191021,NAA8,1930036604,0
U001,200769623,WAL-MAR us,12/10/2019 0:00,2019,1930201601,11/29/2019,20191127,20191129,20191214,USD,RV,1,,16907.57,20191129,NAH4,1930201601,0
U001,100031704,DELHAIZE corporation,5/17/2019 0:00,2019,1929238578,5/3/2019,20190501,20190503,20190518,USD,RV,1,,51147.1,20190503,NAA8,1929238578,0
CA02,140104423,METRO  llc,,2020,2960617050,2/27/2020,20200227,20200227,20200311,CAD,RV,1,,133113.36,20200301,CA10,2960617050,1
U001,200353024,DECA llc,11/1/2019 0:00,2019,1930022059,10/18/2019,20191018,20191018,20191108,USD,RV,1,,6733.93,20191016,NAM4,1930022059,0
U001,200769623,WAL-MAR co,7/16/2019 0:00,2019,1929576790,7/5/2019,20190704,20190705,20190720,USD,RV,1,,44952.8,20190705,NAH4,1929576790,0
U001,200353024,DECA corp,3/4/2019 0:00,2019,1928858925,2/26/2019,20190226,20190226,20190311,USD,RV,1,,49.44,20190216,NAM4,1928858925,0
U001,200418007,AM llc,3/25/2019 0:00,2019,1928892907,3/4/2019,20190303,20190304,20190508,USD,RV,1,,72721.08,20190304,NAGD,1928892907,0
U001,200793568,SUPE trust,7/17/2019 0:00,2019,1929566088,7/1/2019,20190702,20190701,20190716,USD,RV,1,,54073.74,20190701,NAA8,1929566088,0
U001,200696090,UNITE in,4/12/2019 0:00,2019,1929028520,3/28/2019,20190325,20190328,20190412,USD,RV,1,,3329.23,20190328,NAA8,1929028520,0
U001,200769623,WAL-MAR co,2/10/2020 0:00,2020,1930432656,1/24/2020,20200123,20200124,20200208,USD,RV,1,,2416.07,20200124,NAH4,1930432656,0
U001,200726979,BJ'S  systems,,2020,1930801417,4/19/2020,20200418,20200419,20200504,USD,RV,1,,360.33,20200419,NAA8,1930801417,1
U001,200769623,WAL-MAR us,3/5/2020 0:00,2020,1930560062,2/24/2020,20200223,20200224,20200310,USD,RV,1,,3703.19,20200224,NAH4,1930560062,0
U001,200769623,WAL-MAR ,6/12/2019 0:00,2019,1929418393,6/2/2019,20190602,20190602,20190617,USD,RV,1,,39293.61,20190602,NAH4,1929418393,0
CA02,140104409,LOB corporation,1/31/2020 0:00,2020,2960608629,1/20/2020,20200120,20200120,20200130,CAD,RV,1,,56042.28,20200120,CA10,2960608629,0
U001,200769623,WAL-MAR us,6/17/2019 0:00,2019,1929426630,6/5/2019,20190604,20190605,20190620,USD,RV,1,,26666.4,20190605,NAH4,1929426630,0
U001,200743996,STATER  llc,,2020,1930660304,3/16/2020,20200317,20200316,20200520,USD,RV,1,,3826.03,20200316,NAGD,1930660304,1
U001,200763814,SYSCO F corp,12/20/2019 0:00,2019,1930204525,11/29/2019,20191129,20191129,20191219,USD,RV,1,,24209.83,20191129,NAD1,1930204525,0
U001,200769369,DI systems,2/11/2019 0:00,2019,1928678690,1/25/2019,20190124,20190125,20190209,USD,RV,1,,11523.97,20190125,NAA8,1928678690,0
CA02,140104429,COSTCO co,12/12/2019 0:00,2019,2960594416,11/19/2019,20191119,20191119,20191207,CAD,RV,1,,92913.93,20191127,CA10,2960594416,0
U001,200794332,COST foundation,9/13/2019 0:00,2019,1929806622,8/30/2019,20190828,20190830,20190914,USD,RV,1,,7884.97,20190830,NAAX,1929806622,0
U001,200769623,WAL-MAR corp,12/9/2019 0:00,2019,1930199780,11/28/2019,20191127,20191128,20191213,USD,RV,1,,30162.79,20191128,NAH4,1930199780,0
CA02,140104340,COLABOR  llc,11/14/2019 0:00,2019,2960591518,11/5/2019,20191105,20191105,20191117,CAD,RV,1,,2155.28,20191107,CA10,2960591518,0
U001,100001196,DOLLAR systems,2/13/2020 0:00,2020,1930460093,2/1/2020,20200131,20200201,20200216,USD,RV,1,,20217.6,20200201,NAA8,1930460093,0
U001,200742791,QUI us,5/13/2019 0:00,2019,1929193901,4/24/2019,20190423,20190424,20190509,USD,RV,1,,23150.75,20190424,NAA8,1929193901,0
U001,200769623,WAL-MAR in,2/26/2019 0:00,2019,1928794914,2/15/2019,20190213,20190215,20190302,USD,RV,1,,43371.16,20190215,NAH4,1928794914,0
U001,100036292,AMY llc,9/10/2019 0:00,2019,1929738047,8/12/2019,20190812,20190812,20190828,USD,RV,1,,17336.04,20190812,NA3F,1929738047,0
U001,200769623,WAL-MAR co,6/4/2019 0:00,2019,1929340338,5/18/2019,20190518,20190518,20190602,USD,RV,1,,53750.69,20190518,NAH4,1929340338,0
U001,200752302,KROGER trust,,2020,1930733767,4/2/2020,20200402,20200402,20200417,USD,RV,1,,96674.05,20200402,NAA8,1930733767,1
U001,200705742,DOT ,2/13/2019 0:00,2019,1928680220,1/24/2019,20190124,20190124,20190213,USD,RV,1,,113.47,20190124,NAD1,1928680220,0
U001,CCCA02,KRAFT  foundation,8/2/2019 0:00,2019,1929375445,6/2/2019,20190603,20190602,20190707,USD,RV,1,,74819.57,20190602,NAG2,1929375445,0
U001,200707822,PUBLI systems,11/12/2019 0:00,2019,1930058227,10/28/2019,20191028,20191028,20191112,USD,RV,1,,22990.16,20191028,NAA8,1930058227,0
CA02,140105686,SYSC llc,,2020,2960633120,5/6/2020,20200506,20200506,20200518,CAD,RV,1,,61757.57,20200508,CA10,2960633120,1
U001,200762301,C&S WH trust,1/18/2019 0:00,2019,1928552950,1/3/2019,20190102,20190103,20190118,USD,RV,1,,5595.12,20190103,NAC6,1928552950,0
U001,200711029,WEGMAN corp,,2020,1930742932,4/3/2020,20200403,20200403,20200418,USD,RV,1,,14382.22,20200403,NAA8,1930742932,1
U001,CCCA02,KRAFT  ,5/31/2019 0:00,2019,1929071019,4/4/2019,20190402,20190404,20190509,USD,RV,1,,1264.16,20190404,NAG2,1929071019,0
U001,CCU013,KRAFT F foundation,3/1/2019 0:00,2019,1928534990,1/1/2019,20181231,20190101,20190101,USD,RV,1,,3195.37,20190101,NAX2,1928534990,0
U001,200769623,WAL-MAR corp,12/20/2019 0:00,2019,1930245162,12/9/2019,20191207,20191209,20191224,USD,RV,1,,15804.65,20191209,NAH4,1930245162,0
CA02,CCU001,KRAFT  corporation,,2020,2960622220,3/20/2020,20200320,20200320,20200427,CAD,RV,1,,25468.67,20200323,NAG2,2960622220,1
U001,200769623,WAL-MAR llc,,2020,1930804924,4/21/2020,20200420,20200421,20200506,USD,RV,1,,35509.95,20200421,NAH4,1930804924,1
U001,200704858,WAKE us,5/29/2019 0:00,2019,1929315413,5/14/2019,20190514,20190514,20190529,USD,RV,1,,17520.12,20190514,NAA8,1929315413,0
U001,200771157,WEIS systems,5/20/2019 0:00,2019,1928964353,3/15/2019,20190314,20190315,20190519,USD,RV,1,,3490.87,20190315,NAGD,1928964353,0
U001,200769623,WAL-MAR associates,,2020,1930746955,4/5/2020,20200404,20200405,20200420,USD,RV,1,,13512.61,20200405,NAH4,1930746955,1
CA02,140105847,GORDON F associates,2/10/2020 0:00,2020,2960608664,1/23/2020,20200123,20200123,20200210,CAD,RV,1,,67110.85,20200131,CA10,2960608664,0
U001,200466603,SMITH'S in,11/7/2019 0:00,2019,1930048137,10/23/2019,20191023,20191023,20191107,USD,RV,1,,96922.79,20191023,NAA8,1930048137,0
U001,200718130,SYSCO F systems,9/3/2019 0:00,2019,1929769590,8/20/2019,20190821,20190820,20190904,USD,RV,1,,2407.15,20190820,NAA8,1929769590,0
U001,200772670,ASSOCIAT corp,,2020,1930698156,3/24/2020,20200325,20200324,20200408,USD,RV,1,,24421.33,20200324,NAU5,1930698156,1
U001,200769623,WAL-MAR corp,8/26/2019 0:00,2019,1929734214,8/12/2019,20190811,20190812,20190827,USD,RV,1,,1897.5,20190812,NAH4,1929734214,0
U001,200769623,WAL-MAR corp,7/5/2019 0:00,2019,1929511102,6/19/2019,20190618,20190619,20190704,USD,RV,1,,14232.21,20190619,NAH4,1929511102,0
U001,200769623,WAL-MAR co,,2020,1930801200,4/19/2020,20200418,20200419,20200504,USD,RV,1,,11217.33,20200419,NAH4,1930801200,1
U001,200915438,GROC corporation,9/18/2019 0:00,2019,1929820815,9/3/2019,20190901,20190903,20190918,USD,RV,1,,15925.12,20190903,NAA8,1929820815,0
U001,200769623,WAL-MAR systems,,2020,1930776682,4/13/2020,20200411,20200413,20200428,USD,RV,1,,12554.13,20200413,NAH4,1930776682,1
U001,200759878,SA foundation,9/19/2019 0:00,2019,1929822240,9/4/2019,20190903,20190904,20190919,USD,RV,1,,15725.29,20190904,NAH4,1929822240,0
U001,200729942,SA trust,7/2/2019 0:00,2019,1929488338,6/20/2019,20190613,20190620,20190705,USD,RV,1,,7224.52,20190620,NAA8,1929488338,0
U001,200726979,BJ'S  systems,7/19/2019 0:00,2019,1929613613,7/4/2019,20190712,20190704,20190719,USD,RV,1,,510.06,20190704,NAA8,1929613613,0
U001,200769623,WAL-MAR llc,2/12/2020 0:00,2020,1930440487,1/27/2020,20200125,20200127,20200211,USD,RV,1,,36211.47,20200127,NAH4,1930440487,0
U001,200769623,WAL-MAR trust,4/29/2019 0:00,2019,1929147802,4/17/2019,20190415,20190417,20190502,USD,RV,1,,16793.1,20190417,NAH4,1929147802,0
U001,200769623,WAL-MAR corp,1/23/2019 0:00,2019,1928607776,1/12/2019,20190111,20190112,20190127,USD,RV,1,,2974.01,20190112,NAH4,1928607776,0
U001,200794332,COST co,12/30/2019 0:00,2019,1930277360,12/16/2019,20191213,20191216,20191231,USD,RV,1,,61646.9,20191216,NAAX,1930277360,0
U001,200772670,ASSOCIAT us,1/28/2020 0:00,2020,1930390589,1/11/2020,20200113,20200111,20200126,USD,RV,1,,52396.08,20200111,NAU5,1930390589,0
U001,200942148,BRADY trust,10/10/2019 0:00,2019,1929360520,5/22/2019,20190522,20190522,20190621,USD,RV,1,,16912.8,20190522,NAD5,1929360520,0
U001,200744019,TARG ,10/30/2019 0:00,2019,1929793257,8/30/2019,20190828,20190830,20191103,USD,RV,1,,245.54,20190830,NAGD,1929793257,0
U001,200720238,WOODM co,,2020,1930858727,5/6/2020,20200505,20200506,20200521,USD,RV,1,,126919.03,20200506,NAA8,1930858727,1
U001,200712105,WALG associates,9/6/2019 0:00,2019,1929767260,8/20/2019,20190820,20190820,20190904,USD,RV,1,,16930.48,20190820,NAA8,1929767260,0
U001,200769623,WAL-MAR corp,3/5/2020 0:00,2020,1930558928,2/23/2020,20200222,20200223,20200309,USD,RV,1,,14949.55,20200223,NAH4,1930558928,0
U001,200769623,WAL-MAR us,1/24/2019 0:00,2019,1928613471,1/14/2019,20190113,20190114,20190129,USD,RV,1,,29880.86,20190114,NAH4,1928613471,0
U001,200705742,DOT corporation,6/17/2019 0:00,2019,1929410604,5/31/2019,20190531,20190531,20190704,USD,RV,1,,2960.57,20190531,NAAW,1929410604,0
U001,200148860,DOLLA trust,2/25/2019 0:00,2019,1928765679,2/10/2019,20190208,20190210,20190225,USD,RV,1,,18126.73,20190210,NAA8,1928765679,0
U001,200769623,WAL-MAR foundation,2/19/2020 0:00,2020,1930495603,2/8/2020,20200207,20200208,20200223,USD,RV,1,,72955.78,20200208,NAH4,1930495603,0
CA02,140106408,WAL-M in,,2020,2960631200,4/25/2020,20200425,20200425,20200505,CAD,RV,1,,40768.12,20200425,CA10,2960631200,1
U001,200762301,C&S WH foundation,1/23/2020 0:00,2020,1930364627,1/8/2020,20200107,20200108,20200123,USD,RV,1,,20211.37,20200108,NAC6,1930364627,0
U001,200769623,WAL-MAR co,4/23/2019 0:00,2019,1929114789,4/12/2019,20190410,20190412,20190427,USD,RV,1,,58082.83,20190412,NAH4,1929114789,0
U001,200726979,BJ'S  corporation,6/11/2019 0:00,2019,1929393896,5/27/2019,20190528,20190527,20190611,USD,RV,1,,59.16,20190527,NAA8,1929393896,0
CA02,140105686,SYSC ,8/29/2019 0:00,2019,2960572721,8/12/2019,20190812,20190812,20190823,CAD,RV,1,,28812.25,20190813,CA10,2960572721,0
U001,200769623,WAL-MAR associates,11/12/2019 0:00,2019,1930042115,10/22/2019,20191022,20191022,20191106,USD,RV,1,,55286.67,20191022,NAH4,1930042115,0
U001,200769623,WAL-MAR co,,2020,1930729999,4/1/2020,20200401,20200401,20200416,USD,RV,1,,24834.9,20200401,NAH4,1930729999,1
U001,200526831,PERISH corporation,4/29/2019 0:00,2019,1929142119,4/13/2019,20190413,20190413,20190428,USD,RV,1,,110103.7,20190413,NAA8,1929142119,0
U001,200230690,DECA corporation,6/25/2019 0:00,2019,1929514341,6/19/2019,20190619,20190619,20190623,USD,RV,1,,4698.17,20190616,NAM1,1929514341,0
U001,200936373,SUPE llc,2/21/2020 0:00,2020,1930480945,2/6/2020,20200205,20200206,20200221,USD,RV,1,,73644.11,20200206,NAA8,1930480945,0
U001,200706844,WINC systems,11/5/2019 0:00,2019,1930032421,10/21/2019,20191019,20191021,20191105,USD,RV,1,,17741.14,20191021,NAA8,1930032421,0
CA02,140105686,SYSC systems,7/4/2019 0:00,2019,2960554732,6/13/2019,20190613,20190613,20190629,CAD,RV,1,,73283.45,20190619,CA10,2960554732,0
U001,200769623,WAL-MAR in,5/14/2019 0:00,2019,1929239096,5/3/2019,20190501,20190503,20190518,USD,RV,1,,15872.12,20190503,NAH4,1929239096,0
U001,200769623,WAL-MAR co,9/10/2019 0:00,2019,1929808011,8/28/2019,20190829,20190828,20190912,USD,RV,1,,44874.28,20190828,NAH4,1929808011,0
U001,200769623,WAL-MAR foundation,11/21/2019 0:00,2019,1930092399,11/3/2019,20191102,20191103,20191118,USD,RV,1,,13.65,20191103,NAH4,1930092399,0
U001,200780383,MEIJ in,1/21/2020 0:00,2020,1930346915,1/3/2020,20200102,20200103,20200118,USD,RV,1,,54614.3,20200103,NAA8,1930346915,0
U001,200769623,WAL-MAR us,,2020,1930653060,3/15/2020,20200316,20200315,20200330,USD,RV,1,,50202.83,20200315,NAH4,1930653060,1
U001,200769623,WAL-MAR us,,2020,1930715979,4/1/2020,20200330,20200401,20200416,USD,RV,1,,8299.7,20200401,NAH4,1930715979,1
U001,200769623,WAL-MAR co,12/10/2019 0:00,2019,1930203208,11/29/2019,20191127,20191129,20191214,USD,RV,1,,39409.42,20191129,NAH4,1930203208,0
U001,200799367,MCL corporation,,2020,1930673430,3/24/2020,20200319,20200324,20200408,USD,RV,1,,51602.13,20200324,NAA8,1930673430,1
CA02,140105785,SHOPPE us,9/3/2019 0:00,2019,2960572249,8/12/2019,20190812,20190812,20190830,CAD,RV,1,,18913.86,20190820,CA10,2960572249,0
U001,200726979,BJ'S  ,3/10/2020 0:00,2020,1930560801,2/24/2020,20200224,20200224,20200310,USD,RV,1,,68.91,20200224,NAA8,1930560801,0
U001,200287284,CALIFO associates,8/23/2019 0:00,2019,1929599319,7/9/2019,20190709,20190709,20190808,USD,RV,1,,535045.04,20190709,NAD5,1929599319,0
U001,200769623,WAL-MAR foundation,1/9/2019 0:00,2019,1928541038,12/30/2018,20181229,20181230,20190114,USD,RV,1,,20695.38,20181230,NAH4,1928541038,0
U001,200759878,SA co,,2020,1930783249,4/14/2020,20200414,20200414,20200429,USD,RV,1,,18900.99,20200414,NAH4,1930783249,1
U001,200573068,GROCE corporation,1/24/2020 0:00,2020,1930380953,1/9/2020,20200109,20200109,20200124,USD,RV,1,,19020.02,20200109,NAA8,1930380953,0
U001,200803720,DEC corporation,8/16/2019 0:00,2019,1929715562,8/7/2019,20190807,20190807,20190824,USD,RV,1,,383.64,20190801,NAM4,1929715562,0
U001,200078795,H T H corp,11/20/2019 0:00,2019,1930048217,10/23/2019,20191023,20191023,20191107,USD,RV,1,,464.08,20191023,NAA8,1930048217,0
U001,200794332,COST corp,,2020,1930638145,3/14/2020,20200311,20200314,20200329,USD,RV,1,,49467.7,20200314,NAAX,1930638145,1
U001,200515231,US  us,,2020,1930768145,4/9/2020,20200409,20200409,20200424,USD,RV,1,,10187.66,20200409,NAA8,1930768145,1
U001,200769623,WAL-MAR trust,1/21/2020 0:00,2020,1930364911,1/8/2020,20200107,20200108,20200123,USD,RV,1,,27497.1,20200108,NAH4,1930364911,0
U001,200769623,WAL-MAR foundation,12/26/2019 0:00,2019,1930277333,12/14/2019,20191213,20191214,20191229,USD,RV,1,,3795.7,20191214,NAH4,1930277333,0
U001,200729828,KENNETH co,3/26/2019 0:00,2019,1928940025,3/11/2019,20190310,20190311,20190326,USD,RV,1,,61470.32,20190311,NAA8,1928940025,0
U001,200803720,DEC trust,5/1/2019 0:00,2019,1929192643,4/23/2019,20190423,20190423,20190509,USD,RV,1,,62.7,20190416,NAM4,1929192643,0
U001,200707822,PUBLI trust,6/13/2019 0:00,2019,1929403590,5/29/2019,20190530,20190529,20190613,USD,RV,1,,117771,20190529,NAA8,1929403590,0
U001,200782669,SYGMA corp,,2020,1930636977,3/13/2020,20200311,20200313,20200328,USD,RV,1,,237.4,20200313,NAA8,1930636977,1
U001,100031704,DELHAIZE ,2/1/2019 0:00,2019,1928634187,1/18/2019,20190116,20190118,20190202,USD,RV,1,,59953.23,20190118,NAA8,1928634187,0
U001,200399141,HEARTHSI llc,9/30/2019 0:00,2019,1929628761,7/18/2019,20190717,20190718,20190916,USD,RV,1,,71580,20190718,NAVQ,1929628761,0
U001,200769623,WAL-MAR foundation,,2020,1930882979,5/12/2020,20200509,20200512,20200527,USD,RV,1,,11532.84,20200512,NAH4,1930882979,1
CA02,140104340,COLABOR  foundation,8/29/2019 0:00,2019,2960572915,8/14/2019,20190814,20190814,20190826,CAD,RV,1,,785.26,20190816,CA10,2960572915,0
U001,200424504,M  us,8/16/2019 0:00,2019,1929607600,7/11/2019,20190710,20190711,20190815,USD,RV,1,,6127.08,20190815,NATM,1929607600,0
CA02,140104429,COSTCO us,9/5/2019 0:00,2019,2960571394,8/22/2019,20190822,20190822,20190902,CAD,RV,1,,6156.93,20190823,CA10,2960571394,0
U001,200769623,WAL-MAR trust,7/5/2019 0:00,2019,1929529060,6/24/2019,20190622,20190624,20190709,USD,RV,1,,69976.62,20190624,NAH4,1929529060,0
U001,200771157,WEIS associates,3/18/2019 0:00,2019,1928884460,3/2/2019,20190301,20190302,20190317,USD,RV,1,,66520.4,20190302,NAA8,1928884460,0
U001,200743996,STATER  systems,4/15/2019 0:00,2019,1929050540,3/29/2019,20190329,20190329,20190603,USD,RV,1,,955.72,20190330,NAGD,1929050540,0
U001,200769623,WAL-MAR ,,2020,1930692833,3/24/2020,20200324,20200324,20200408,USD,RV,1,,20017.92,20200324,NAH4,1930692833,1
